,Price,Area,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Jogging Track,Swimming Pool,Average_price_per_sq_ft,Andheri,Badlapur,Boisar,Borivali,Chembur,Dahisar,Dombivli,Ghatkopar,Goregaon,Kalyan,Kamothe,Kandivali,Kharghar,Malad,Mira Road,Mulund,Naigaon,Nala Sopara,Panvel,Parle,Powai,Taloja,Thane,Ulwe,Vasai,Virar
426,9800000,585,1,0,0,1,1,1,1,0,0,0,0,0,0,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,11000000,585,1,0,0,1,1,0,1,0,0,0,0,0,0,0,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,2800000,585,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4092,2330000,585,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3264,2300000,585,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2609,9100000,585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
992,2700000,585,1,1,0,1,1,0,1,0,0,0,0,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,3400000,585,1,0,0,1,0,0,1,1,0,1,1,0,1,0,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3169,2700000,585,1,0,1,1,1,0,1,1,1,0,1,0,1,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3173,2485000,585,1,1,0,1,0,0,0,1,0,1,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3171,2650000,585,1,0,1,1,1,0,1,1,1,1,1,1,1,1,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1945,9000000,585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,2100000,585,1,0,1,1,0,0,0,1,1,1,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4126,2750000,585,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4119,2350000,585,1,0,1,1,0,0,1,1,0,0,1,0,1,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4125,2300000,585,1,0,1,1,1,0,1,1,1,0,1,1,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,11000000,585,1,0,0,1,1,1,1,0,0,0,0,0,0,0,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,2850000,585,1,0,0,1,1,1,1,1,1,1,1,1,1,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3258,5500000,585,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1085,9800000,585,1,0,0,0,1,1,1,0,0,0,0,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,3250000,585,1,1,1,1,1,0,1,1,1,1,1,0,1,0,8324.771341463415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,3300000,585,1,0,0,1,0,0,1,1,1,1,1,0,1,0,8172.410045428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1656,11000000,585,1,0,1,1,0,0,0,1,1,1,0,0,0,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,3150000,585,1,0,1,1,0,0,1,1,1,0,1,0,1,1,9470.592654222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1811,11000000,585,1,0,1,1,0,0,0,1,1,1,0,0,0,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,8700000,585,1,0,1,1,1,0,1,1,1,1,0,0,1,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1284,5894000,585,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,5900000,585,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,4500000,585,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13218.2759846628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4103,2445000,585,1,0,0,1,1,1,1,1,1,0,1,1,1,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3194,2900000,585,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
908,3200000,585,1,1,1,1,1,0,1,1,1,1,1,0,1,0,8324.771341463415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,8500000,585,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12356.683791843734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,2900000,585,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4158,2450000,585,1,0,0,1,1,1,0,1,0,1,1,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2272,10000000,585,1,0,1,1,1,0,1,1,1,1,0,0,1,1,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4150,2440000,585,1,0,0,1,1,1,1,1,1,0,1,1,1,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4132,2600000,585,1,0,0,0,1,1,0,1,0,0,1,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1130,10200000,585,1,1,1,1,1,0,1,1,1,0,1,0,1,0,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,4100000,585,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3577,10500000,585,1,0,1,0,0,0,0,1,0,0,1,0,0,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1749,2100000,585,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,2400000,585,1,0,1,1,1,0,1,1,1,0,1,1,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,2600000,585,1,0,1,1,1,0,1,1,1,1,0,0,1,1,13776.733959624224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1044,11000000,585,1,0,0,1,1,1,1,0,0,0,0,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,3100000,585,1,0,1,1,1,0,1,1,1,1,1,1,1,1,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1929,4099000,588,1,0,1,1,1,0,1,1,1,1,1,1,1,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,2100000,589,1,0,1,1,0,0,1,1,1,1,1,0,0,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2664,2200000,589,1,0,1,1,0,0,1,1,1,1,1,0,0,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1959,8600000,590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,2400000,590,1,1,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4134,2400000,590,1,0,0,1,1,0,1,1,1,1,1,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
496,2600000,590,1,1,1,1,1,0,1,0,1,0,0,0,1,1,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,4100000,590,1,0,1,0,1,1,1,0,0,0,0,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,3500000,590,2,0,0,0,1,0,1,1,0,0,0,0,0,0,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,2750000,590,1,1,1,1,1,1,1,1,1,1,1,0,1,1,8324.771341463415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,5760000,590,1,1,1,1,0,0,0,1,1,1,0,0,0,1,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3172,2900000,590,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3166,2700000,590,1,0,0,1,0,0,0,1,0,1,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3165,2600000,590,1,0,0,1,0,0,1,1,0,1,1,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3602,2000000,590,1,0,1,1,1,0,1,1,1,0,1,0,1,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3313,2500000,590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9286.166981726528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2356,2250000,590,1,0,1,1,1,0,1,1,1,0,1,0,1,1,15524.020993220844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4089,2400000,590,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3317,3300000,590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9286.166981726528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4131,2310000,590,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4155,2300000,590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1148,5200000,590,1,0,0,0,1,1,1,0,0,0,0,0,0,0,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,3400000,590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9286.166981726528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3159,2600000,590,1,0,1,1,1,0,1,1,1,0,1,1,1,1,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2695,2435000,590,1,1,0,1,0,0,0,1,0,1,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3833,5700000,590,1,0,0,0,0,0,0,1,0,0,1,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1433,2596000,590,1,1,0,1,1,0,1,0,0,1,0,0,0,0,11445.64260945051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4265,2100000,590,1,0,1,1,1,0,1,1,0,1,1,1,1,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4115,2330000,590,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2627,7700000,590,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4104,2500000,590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4127,2500000,590,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2616,10000000,590,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1932,4099000,590,1,0,1,1,1,0,1,1,1,1,1,1,1,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,2250000,590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2452,11000000,592,1,0,0,1,0,0,0,1,0,1,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3936,15100000,593,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4124,2500000,594,1,1,1,1,1,1,0,1,0,1,1,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4096,2400000,594,1,1,0,1,1,1,0,1,0,1,1,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2160,9200000,594,1,0,1,1,1,0,1,0,1,0,0,0,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,2350000,594,1,0,0,0,1,1,0,1,0,0,1,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1058,8500000,594,1,0,1,1,1,1,1,0,0,0,0,0,0,0,11378.827707167562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,2400000,594,1,1,0,0,1,1,0,1,0,0,1,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4508,8700000,595,1,0,1,1,1,0,1,1,1,1,1,0,1,1,13217.986640127636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1501,2225000,595,1,1,0,1,1,1,1,0,0,0,1,0,0,0,11445.64260945051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,9800000,595,1,0,1,1,1,0,1,0,1,0,0,0,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,2400000,595,1,1,1,1,1,0,1,1,1,1,0,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2879,3800000,595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13218.2759846628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3167,2700000,595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1655,9500000,595,1,0,1,1,1,0,1,0,1,0,0,0,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,9500000,595,1,0,1,1,1,0,1,1,1,1,0,0,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,2900000,595,1,0,0,1,0,0,0,1,0,1,1,0,1,0,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4177,4300000,595,1,0,1,1,1,1,1,1,1,1,1,0,1,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1485,5200000,596,1,1,0,1,1,0,1,0,0,0,1,0,0,0,11445.64260945051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,15200000,598,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4200,11900000,598,2,1,1,1,1,0,0,0,1,0,0,1,0,1,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2035,9800000,599,2,1,1,1,0,0,1,1,1,1,1,1,1,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,4500000,599,1,0,1,1,1,1,0,0,0,0,0,0,0,0,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,4500000,600,1,0,1,1,1,1,1,1,1,1,1,0,1,1,11445.64260945051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,5300000,600,2,0,1,1,1,1,1,0,1,0,0,0,0,0,14951.616283756552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,3000000,600,1,0,1,1,1,1,1,0,1,0,0,0,0,0,14951.616283756552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4900000,600,1,0,0,1,1,1,1,1,1,1,1,0,1,0,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,3600000,600,1,0,1,1,1,0,1,1,0,1,1,1,1,1,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3589,9500000,600,1,0,1,1,1,1,1,1,1,1,0,0,1,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1663,8500000,600,1,0,0,1,0,0,0,0,0,1,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,11299999,600,1,0,1,1,1,0,1,0,1,1,0,0,1,1,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5000000,600,1,0,0,1,1,1,1,1,0,0,1,0,0,0,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,7450000,600,1,0,0,1,1,0,0,1,0,1,1,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4042,9500000,600,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11765.208380209506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1529,11000000,600,1,0,0,1,1,1,1,0,0,0,0,0,0,0,11445.64260945051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4850000,600,1,0,0,1,1,1,1,1,1,1,1,0,1,0,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,3200000,600,1,0,1,1,1,0,1,1,1,1,1,1,1,1,6084.088271231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
188,11000000,600,1,0,0,1,1,0,1,0,0,0,0,0,0,0,11533.32520851746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,9000000,600,1,0,1,1,1,1,1,1,1,1,1,1,1,1,13163.757647515911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
693,15500000,600,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12356.683791843734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,2700000,600,1,0,1,1,1,1,1,1,0,1,1,0,1,0,8324.771341463415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,11000000,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2717,2599000,600,1,1,0,1,0,0,0,1,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2615,7400000,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1634,4500000,600,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,9000000,600,1,0,1,1,1,1,1,1,1,1,1,1,1,1,9903.194966820023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4422,8000000,600,2,0,1,1,0,0,1,1,1,1,1,1,1,1,13217.986640127636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2431,2064000,600,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1732,11000000,600,1,0,1,1,1,0,1,1,0,1,1,0,0,1,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,11500000,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,10000000,600,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,6500000,600,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13218.2759846628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
834,10000000,600,1,0,1,1,1,0,1,0,0,0,1,0,0,0,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,8500000,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
835,11000000,600,1,0,1,1,1,0,1,0,1,0,0,0,1,1,12985.656981380673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,11000000,600,1,0,1,1,1,0,1,0,0,0,1,0,1,0,12517.427219084591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,7800000,600,1,0,1,1,1,1,1,0,0,0,0,0,0,0,12153.185730503088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,3000000,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.652950020318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
931,4100000,600,1,0,1,1,1,1,1,1,1,1,1,0,1,1,8324.771341463415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,7500000,600,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11638.595473963214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
